node_id,rank,feature_id,beta,rho,num_hops,top_k
2627,6,580,0.057406116276979446,0.03,2,10
2627,7,638,0.057406116276979446,0.03,2,10
2627,8,660,0.057406116276979446,0.03,2,10
2627,9,748,0.057406116276979446,0.03,2,10
2627,10,774,0.057406116276979446,0.03,2,10
2700,1,19,0.0732818990945816,0.03,2,10
2700,2,330,0.0732818990945816,0.03,2,10
2700,3,480,0.0732818990945816,0.03,2,10
2700,4,566,0.0732818990945816,0.03,2,10
2700,5,655,0.0732818990945816,0.03,2,10
2700,6,798,0.0732818990945816,0.03,2,10
2700,7,969,0.0732818990945816,0.03,2,10
2700,8,979,0.0732818990945816,0.03,2,10
2700,9,1156,0.0732818990945816,0.03,2,10
2700,10,1263,0.0732818990945816,0.03,2,10
2261,1,1209,0.22676445543766022,0.03,2,10
2261,2,827,0.20856857299804688,0.03,2,10
2261,3,1381,0.15822535753250122,0.03,2,10
2261,4,754,0.13774308562278748,0.03,2,10
2261,5,1254,0.10527189075946808,0.03,2,10
2261,6,129,0.10231334716081619,0.03,2,10
2261,7,1143,0.06496156752109528,0.03,2,10
2261,8,1257,0.047101058065891266,0.03,2,10
2261,9,610,0.04692418500781059,0.03,2,10
2261,10,523,0.02672872692346573,0.03,2,10
1720,1,1263,0.19581611454486847,0.03,2,10
1720,2,507,0.05199664086103439,0.03,2,10
1720,3,623,0.0420268252491951,0.03,2,10
1720,4,1075,0.03790302574634552,0.03,2,10
1720,5,495,0.03351956605911255,0.03,2,10
1720,6,19,0.030613066628575325,0.03,2,10
1720,7,299,0.015715328976511955,0.03,2,10
1720,8,774,0.014811147004365921,0.03,2,10
1720,9,760,0.012149283662438393,0.03,2,10
1720,10,176,0.010283205658197403,0.03,2,10
2420,1,19,0.12513470649719238,0.03,2,10
2420,2,130,0.12513470649719238,0.03,2,10
2420,3,385,0.12513470649719238,0.03,2,10
2420,4,1075,0.09761909395456314,0.03,2,10
2420,5,85,0.09316007792949677,0.03,2,10
2420,6,691,0.09316007792949677,0.03,2,10
2420,7,911,0.09316007792949677,0.03,2,10
2420,8,1392,0.09316007792949677,0.03,2,10
2420,9,830,0.03993265703320503,0.03,2,10
2420,10,1389,0.03993265703320503,0.03,2,10
2518,1,507,0.19691941142082214,0.03,2,10
2518,2,918,0.15223166346549988,0.03,2,10
2518,3,780,0.07451354712247849,0.03,2,10
2518,4,597,0.07194658368825912,0.03,2,10
2518,5,647,0.06071420758962631,0.03,2,10
2518,6,402,0.053543537855148315,0.03,2,10
2518,7,103,0.05000893026590347,0.03,2,10
2518,8,1259,0.03332433104515076,0.03,2,10
2518,9,151,0.030905410647392273,0.03,2,10
2518,10,1138,0.028201866894960403,0.03,2,10
1948,1,136,0.3064872920513153,0.03,2,10
1948,2,774,0.22197668254375458,0.03,2,10
1948,3,193,0.10836681723594666,0.03,2,10
1948,4,615,0.09585430473089218,0.03,2,10
1948,5,1351,0.06546664983034134,0.03,2,10
1948,6,1138,0.06059948727488518,0.03,2,10
1948,7,67,0.05883951112627983,0.03,2,10
1948,8,949,0.057872332632541656,0.03,2,10
1948,9,586,0.03628499433398247,0.03,2,10
1948,10,1177,0.030427832156419754,0.03,2,10
2668,1,507,0.20463953912258148,0.03,2,10
2668,2,1381,0.19348670542240143,0.03,2,10
2668,3,146,0.16386987268924713,0.03,2,10
2668,4,1348,0.16386987268924713,0.03,2,10
2668,5,808,0.12172073125839233,0.03,2,10
2668,6,1071,0.07879068702459335,0.03,2,10
2668,7,540,0.07127899676561356,0.03,2,10
2668,8,924,0.06854671239852905,0.03,2,10
2668,9,1177,0.06632872670888901,0.03,2,10
2668,10,240,0.04539453610777855,0.03,2,10
1955,1,435,0.25254398584365845,0.03,2,10
1955,2,625,0.17140601575374603,0.03,2,10
1955,3,4,0.16098488867282867,0.03,2,10
1955,4,400,0.12033098936080933,0.03,2,10
1955,5,1149,0.1203060895204544,0.03,2,10
1955,6,647,0.11957646906375885,0.03,2,10
1955,7,1018,0.11957646906375885,0.03,2,10
1955,8,40,0.05856550857424736,0.03,2,10
1955,9,303,0.042279839515686035,0.03,2,10
1955,10,1426,0.042279839515686035,0.03,2,10
